target,K,replicate,lipid_class,abundance_multiplier,status,n_identity_contexts,cone_isolation_median,max_fragment_cosine_median,max_full_cosine_median,collective_gain_median,X_hat_median
FDR5,150,R3,PE,0.7303443264893795,retained,3,0.23433578314102768,0.9251187567839819,0.8989316145711029,0.1614418659271415,0.007547928752538764
FDR5,150,R3,PE,0.7802037075442214,retained,2,0.19245521818944986,0.9665808927123754,0.8771469884998475,0.2507840671851067,0.010115727837006294
FDR5,150,R3,PE,0.8939526432607221,retained,4,0.3319112303570946,0.9846124045599067,0.9169295572138344,0.07394377219747966,0.008991715040547528
FDR5,150,R3,PE,1.0000000000000002,retained,3,0.16492324087593133,0.9518068384474951,0.9426607466712886,0.1688292372948361,0.010246652549696896
FDR5,150,R3,PE,1.0760213163243861,retained,1,0.23032749244938702,0.9788474233762352,0.94467750434353,0.09767313679891157,0.005369243840083036
FDR5,150,R3,PE,1.2101381550740857,retained,3,0.15409170574418976,0.9673598800301968,0.9574552798625677,0.13448997604329319,0.009192733462270675
FDR5,150,R3,PE,1.4538436095675817,retained,4,0.19809006812657262,0.954023454869507,0.9417860493027065,0.1263608390491002,0.01230841057493547
FDR5,150,R3,PE,1.8682084992203376,retained,2,0.16435061358550102,0.9421147748300196,0.935430646547894,0.17397904399814795,0.019022987806084884
FDR5,150,R3,PE,2.0,retained,23,0.26103860623460656,0.9538166594574129,0.8867746988906713,0.1397678816901211,0.017519169397523966
FDR5,150,R3,PG,0.5,retained,7,0.39347230654553556,0.9724669479844656,0.7719148349631345,0.20168966737085237,0.005063130720049095
FDR5,150,R3,PG,0.6170676298438253,retained,1,0.3916326572569566,0.8740294125875786,0.7074638893034806,0.3151168353722158,0.006950138432293925
FDR5,150,R3,PG,0.689110922829001,retained,1,0.09626468926765062,0.9360510343034749,0.9917278076514663,0.032094009427904344,0.002557692804500517
FDR5,150,R3,PG,0.7303443264893795,retained,1,0.4831275545644737,0.9853779862370524,0.7051431660870239,0.22593740389897193,0.008416744826413056
FDR5,150,R3,PG,1.0000000000000002,retained,1,0.2364766144017557,0.9336814199983869,0.7637798863769096,0.409000174620185,0.006608727486262828
FDR5,150,R3,PG,1.0760213163243861,retained,3,0.23811465068961957,0.9659907277452849,0.7775930923942953,0.39065317821122125,0.008183529365284471
FDR5,150,R3,PG,1.2101381550740857,retained,3,0.33527002658239174,0.857321011866293,0.6334015594256638,0.2506727968425583,0.012750210866161427
FDR5,150,R3,PG,1.8682084992203376,retained,3,0.23838939494724698,0.9263229165510191,0.8489350701121507,0.29010776373355207,0.02105902393092711
FDR5,150,R3,PG,2.0,retained,7,0.26810270421335247,0.9325718345250835,0.7773785184240168,0.2603944544674466,0.01961901134122407
FDR5,150,R3,PS,0.5,retained,3,0.5700329198506149,0.552158066910196,0.5504258614480149,0.1898482402281083,0.006687140342147705
FDR5,150,R3,PS,0.5,solver_miss,1,0.31718607034211305,0.6379581944357362,0.8388893290291434,0.2271159539431486,0.00024584122849763976
FDR5,150,R3,PS,0.5340342571614348,retained,2,0.5653194265058024,0.556916570663659,0.5701772902367741,0.2495924015852803,0.006191831253657678
FDR5,150,R3,PS,0.6170676298438253,retained,1,0.49681824282241865,0.5478869149773706,0.5411661615055257,0.34409744001467496,0.004411574116978429
FDR5,150,R3,PS,0.689110922829001,retained,1,0.4974005788167513,0.5669019742880855,0.5507237251352834,0.3372870145815912,0.009137156763328748
FDR5,150,R3,PS,2.0,retained,6,0.5034656130731834,0.5799856906733027,0.7179748529399481,0.14671074051471733,0.022827352888640535
FDR5,150,R4,PA,0.5,retained,10,0.331381999196215,0.8193262111708837,0.784558434246776,0.3025935929730121,0.005857162417436194
FDR5,150,R4,PA,0.5340342571614348,retained,1,0.47201880717776407,0.8266719825061805,0.6924512402766023,0.24944586960093668,0.017951852650753143
FDR5,150,R4,PA,0.6170676298438253,retained,1,0.27393752390511106,0.8394493239810369,0.7712444256096473,0.36260158405766385,0.004738735301870753
FDR5,150,R4,PA,0.689110922829001,retained,2,0.31760891588069107,0.8196765107494317,0.7781821479320346,0.3048127292724736,0.008996663365008829
FDR5,150,R4,PA,0.7303443264893795,retained,1,0.46175873097333114,0.9022714644699661,0.6587714343940032,0.2905844069806663,0.0072578835895420035
FDR5,150,R4,PA,0.7303443264893795,solver_miss,1,0.1645114953783594,0.8957566529041909,0.8619613486853611,0.3424625013635971,0.0
FDR5,150,R4,PA,0.7802037075442214,retained,2,0.4078497894188642,0.7739288142842009,0.6767760449537346,0.3269071381658789,0.009023928824583636
FDR5,150,R4,PA,0.8939526432607221,retained,1,0.37471749963267753,0.9264320052062154,0.8877391609823168,0.08562930665407442,0.008131239284678876
FDR5,150,R4,PA,1.0000000000000002,retained,1,0.416531063009088,0.7481851339902038,0.6386711778861706,0.35294871355264307,0.01359639590319257
FDR5,150,R4,PA,1.0760213163243861,retained,2,0.3193599820640232,0.91245940990316,0.8155652570832759,0.2498101233058706,0.013798548211249768
FDR5,150,R4,PA,1.4538436095675817,retained,2,0.3120637410895486,0.7918842319532196,0.6708768038002675,0.42648178593658626,0.01322853541875922
FDR5,150,R4,PA,1.8682084992203376,retained,1,0.33476954438953394,0.8781031661032047,0.8136488404920164,0.24658711409645712,0.010988834878947796
FDR5,150,R4,PA,2.0,retained,9,0.3672416022212644,0.8639124793194024,0.709852279634953,0.311757671286486,0.017767650735452393
FDR5,150,R4,PC,0.5340342571614348,retained,1,0.3986166534022413,0.6482926248318512,0.5870930826144038,0.4109027795617344,0.0019553320940183766
FDR5,150,R4,PC,0.6170676298438253,retained,1,0.593367589246976,0.47707361889437966,0.4777580009686473,0.2851238976272237,0.009847232548507024
FDR5,150,R4,PC,0.7802037075442214,retained,2,0.5479029825774918,0.7108202195374564,0.7112897717119127,0.14947865934848717,0.00918887315579012
FDR5,150,R4,PC,0.8939526432607221,retained,1,0.3254331442131747,0.6041425983942957,0.6039971767841417,0.4715533114037237,0.01120036654887768
FDR5,150,R4,PC,1.0000000000000002,retained,1,0.8076497414228311,0.6052609717953458,0.5463444239546815,0.02991086558637346,0.010706515211987344
FDR5,150,R4,PC,2.0,retained,3,0.4158486366407816,0.6900215947371616,0.6898906281562027,0.30806497780657766,0.019255594156190083
FDR5,150,R4,PE,0.5,retained,12,0.2412622120395227,0.9566727550895209,0.914453615526082,0.14540704974117313,0.006036146530071562
FDR5,150,R4,PE,0.5,solver_miss,3,0.1699072530804405,0.9796724074104938,0.9190388079823439,0.1647009138898418,0.0003028895904149461
FDR5,150,R4,PE,0.5340342571614348,retained,2,0.4368711055129779,0.8624614904996332,0.7186602005556781,0.25354117733897774,0.007124033652854355
FDR5,150,R4,PE,0.6170676298438253,retained,1,0.3998586987063159,0.9724669479844656,0.7719148349631345,0.2358672544872255,0.004022047988765948
FDR5,150,R4,PE,0.6170676298438253,solver_miss,1,0.19168425851262216,0.9604368385083139,0.9433762539768673,0.1400403915099126,0.00014496247730502132
FDR5,150,R4,PE,0.689110922829001,retained,2,0.1878688869079275,0.9558771273069706,0.9325343576685577,0.16985165721651,0.005275604157590894
FDR5,150,R4,PE,0.7303443264893795,retained,3,0.23433578314102768,0.9251187567839819,0.8989316145711029,0.1614418659271415,0.008688728831307646
FDR5,150,R4,PE,0.7802037075442214,retained,2,0.19245521818944986,0.9665808927123754,0.8771469884998475,0.2507840671851067,0.010974443444101511
FDR5,150,R4,PE,0.8939526432607221,retained,4,0.3319112303570946,0.9846124045599067,0.9169295572138344,0.07394377219747966,0.010330045481405408
FDR5,150,R4,PE,1.0000000000000002,retained,3,0.16492324087593133,0.9518068384474951,0.9426607466712886,0.1688292372948361,0.011281239257544548
FDR5,150,R4,PE,1.0760213163243861,retained,1,0.23032749244938702,0.9788474233762352,0.94467750434353,0.09767313679891157,0.007130018159300218
FDR5,150,R4,PE,1.2101381550740857,retained,2,0.2173009868061943,0.8869668734042898,0.8690573993521837,0.23946813958979207,0.008984461703307457
FDR5,150,R4,PE,1.2101381550740857,solver_miss,1,0.11689533016188987,0.986523537683374,0.9865062605034273,0.04682821117393669,0.0006502885543288604
FDR5,150,R4,PE,1.4538436095675817,retained,4,0.19809006812657262,0.954023454869507,0.9417860493027065,0.1263608390491002,0.009988431660539452
FDR5,150,R4,PE,1.8682084992203376,retained,2,0.16435061358550102,0.9421147748300196,0.935430646547894,0.17397904399814795,0.01914849314543334
FDR5,150,R4,PE,2.0,retained,23,0.26103860623460656,0.9538166594574129,0.8867746988906713,0.1397678816901211,0.01703292560842621
FDR5,150,R4,PG,0.5,retained,6,0.4105939808157806,0.8830384359742962,0.7200275542341693,0.18755933919083842,0.0071689826198001304
FDR5,150,R4,PG,0.5,solver_miss,1,0.333380957182523,0.9887826418894832,0.7722623353641875,0.3019228169112968,0.0009276201508495685
FDR5,150,R4,PG,0.6170676298438253,retained,1,0.3916326572569566,0.8740294125875786,0.7074638893034806,0.3151168353722158,0.0055566216974641215
FDR5,150,R4,PG,0.689110922829001,retained,1,0.09626468926765062,0.9360510343034749,0.9917278076514663,0.032094009427904344,0.00631261249785896
FDR5,150,R4,PG,0.7303443264893795,retained,1,0.4831275545644737,0.9853779862370524,0.7051431660870239,0.22593740389897193,0.00660436696285816
FDR5,150,R4,PG,1.0000000000000002,retained,1,0.2364766144017557,0.9336814199983869,0.7637798863769096,0.409000174620185,0.011072148741232536
FDR5,150,R4,PG,1.0760213163243861,retained,3,0.23811465068961957,0.9659907277452849,0.7775930923942953,0.39065317821122125,0.011423785758561818
FDR5,150,R4,PG,1.2101381550740857,retained,3,0.33527002658239174,0.857321011866293,0.6334015594256638,0.2506727968425583,0.009787274447528837
FDR5,150,R4,PG,1.8682084992203376,retained,3,0.23838939494724698,0.9263229165510191,0.8489350701121507,0.29010776373355207,0.022609709431488573
FDR5,150,R4,PG,2.0,retained,7,0.26810270421335247,0.9325718345250835,0.7773785184240168,0.2603944544674466,0.015362204047351261
FDR5,150,R4,PS,0.5,retained,4,0.5263218322296843,0.5936589699200272,0.6946575952385792,0.20848209708562845,0.0057622899169374455
FDR5,150,R4,PS,0.5340342571614348,retained,2,0.5653194265058024,0.556916570663659,0.5701772902367741,0.2495924015852803,0.00643742448166909
FDR5,150,R4,PS,0.6170676298438253,retained,1,0.49681824282241865,0.5478869149773706,0.5411661615055257,0.34409744001467496,0.005893617201620833
FDR5,150,R4,PS,0.689110922829001,retained,1,0.4974005788167513,0.5669019742880855,0.5507237251352834,0.3372870145815912,0.006438814649345438
FDR5,150,R4,PS,2.0,retained,6,0.5034656130731834,0.5799856906733027,0.7179748529399481,0.14671074051471733,0.02077219218915284
FDR5,150,R5,PA,0.5,retained,10,0.331381999196215,0.8193262111708837,0.784558434246776,0.3025935929730121,0.004908542757437864
FDR5,150,R5,PA,0.5340342571614348,retained,1,0.47201880717776407,0.8266719825061805,0.6924512402766023,0.24944586960093668,0.01205784659003955
FDR5,150,R5,PA,0.6170676298438253,solver_miss,1,0.27393752390511106,0.8394493239810369,0.7712444256096473,0.36260158405766385,3.910789002421574e-07
FDR5,150,R5,PA,0.689110922829001,retained,2,0.31760891588069107,0.8196765107494317,0.7781821479320346,0.3048127292724736,0.011080228047066836
FDR5,150,R5,PA,0.7303443264893795,retained,1,0.46175873097333114,0.9022714644699661,0.6587714343940032,0.2905844069806663,0.010833405814353343
FDR5,150,R5,PA,0.7303443264893795,solver_miss,1,0.1645114953783594,0.8957566529041909,0.8619613486853611,0.3424625013635971,0.00038560863187267496
FDR5,150,R5,PA,0.7802037075442214,retained,2,0.4078497894188642,0.7739288142842009,0.6767760449537346,0.3269071381658789,0.006842945984568062
FDR5,150,R5,PA,0.8939526432607221,retained,1,0.37471749963267753,0.9264320052062154,0.8877391609823168,0.08562930665407442,0.00658359059541541
FDR5,150,R5,PA,1.0000000000000002,retained,1,0.416531063009088,0.7481851339902038,0.6386711778861706,0.35294871355264307,0.013400001070920044
FDR5,150,R5,PA,1.0760213163243861,retained,2,0.3193599820640232,0.91245940990316,0.8155652570832759,0.2498101233058706,0.010102071779569823
FDR5,150,R5,PA,1.4538436095675817,retained,2,0.3120637410895486,0.7918842319532196,0.6708768038002675,0.42648178593658626,0.013199161026509478
FDR5,150,R5,PA,1.8682084992203376,retained,1,0.33476954438953394,0.8781031661032047,0.8136488404920164,0.24658711409645712,0.019875350758351125
FDR5,150,R5,PA,2.0,retained,9,0.3672416022212644,0.8639124793194024,0.709852279634953,0.311757671286486,0.016920218160363258
FDR5,150,R5,PC,0.5340342571614348,retained,1,0.3986166534022413,0.6482926248318512,0.5870930826144038,0.4109027795617344,0.0027576013138216936
FDR5,150,R5,PC,0.6170676298438253,retained,1,0.593367589246976,0.47707361889437966,0.4777580009686473,0.2851238976272237,0.00851003480567803
FDR5,150,R5,PC,0.7802037075442214,retained,2,0.5479029825774918,0.7108202195374564,0.7112897717119127,0.14947865934848717,0.00731372273093138
FDR5,150,R5,PC,0.8939526432607221,retained,1,0.3254331442131747,0.6041425983942957,0.6039971767841417,0.4715533114037237,0.011325171290066362
FDR5,150,R5,PC,1.0000000000000002,retained,1,0.8076497414228311,0.6052609717953458,0.5463444239546815,0.02991086558637346,0.012241186338159732
FDR5,150,R5,PC,2.0,retained,3,0.4158486366407816,0.6900215947371616,0.6898906281562027,0.30806497780657766,0.022407891563120785
FDR5,150,R5,PE,0.5,retained,11,0.22946614386916517,0.9348240213453116,0.91474606264425,0.16084900498979865,0.005490696133577657
FDR5,150,R5,PE,0.5,solver_miss,4,0.17119378576920458,0.9832578051147967,0.9323790781733589,0.08845010481999571,0.00012755656113592163
FDR5,150,R5,PE,0.5340342571614348,retained,2,0.4368711055129779,0.8624614904996332,0.7186602005556781,0.25354117733897774,0.00539112308956538
FDR5,150,R5,PE,0.6170676298438253,retained,2,0.29577147860946906,0.9664518932463897,0.8576455444700009,0.18795382299856905,0.006339224482084857
FDR5,150,R5,PE,0.689110922829001,retained,2,0.1878688869079275,0.9558771273069706,0.9325343576685577,0.16985165721651,0.006657953643271739
FDR5,150,R5,PE,0.7303443264893795,retained,3,0.23433578314102768,0.9251187567839819,0.8989316145711029,0.1614418659271415,0.006431279200205798
FDR5,150,R5,PE,0.7802037075442214,retained,2,0.19245521818944986,0.9665808927123754,0.8771469884998475,0.2507840671851067,0.009222288374115104
FDR5,150,R5,PE,0.8939526432607221,retained,3,0.34567378912555613,0.9845400250879618,0.9037729092166604,0.03802391643362135,0.0060925166017970645
FDR5,150,R5,PE,0.8939526432607221,solver_miss,1,0.17092763078541914,0.9848176901850096,0.9529791162203358,0.13210834735563867,0.0
FDR5,150,R5,PE,1.0000000000000002,retained,3,0.16492324087593133,0.9518068384474951,0.9426607466712886,0.1688292372948361,0.009070141812115004
FDR5,150,R5,PE,1.0760213163243861,retained,1,0.23032749244938702,0.9788474233762352,0.94467750434353,0.09767313679891157,0.006997472544376067
FDR5,150,R5,PE,1.2101381550740857,retained,3,0.15409170574418976,0.9673598800301968,0.9574552798625677,0.13448997604329319,0.00871901904800213
FDR5,150,R5,PE,1.4538436095675817,retained,4,0.19809006812657262,0.954023454869507,0.9417860493027065,0.1263608390491002,0.012257275095666235
FDR5,150,R5,PE,1.8682084992203376,retained,2,0.16435061358550102,0.9421147748300196,0.935430646547894,0.17397904399814795,0.018056873221773448
FDR5,150,R5,PE,2.0,retained,23,0.26103860623460656,0.9538166594574129,0.8867746988906713,0.1397678816901211,0.018262319845277295
FDR5,150,R5,PG,0.5,retained,7,0.39347230654553556,0.9724669479844656,0.7719148349631345,0.20168966737085237,0.006454940374680145
FDR5,150,R5,PG,0.6170676298438253,retained,1,0.3916326572569566,0.8740294125875786,0.7074638893034806,0.3151168353722158,0.00631091995000572
FDR5,150,R5,PG,0.689110922829001,retained,1,0.09626468926765062,0.9360510343034749,0.9917278076514663,0.032094009427904344,0.0015134125952512918
FDR5,150,R5,PG,0.7303443264893795,retained,1,0.4831275545644737,0.9853779862370524,0.7051431660870239,0.22593740389897193,0.006958724850494116
FDR5,150,R5,PG,1.0000000000000002,retained,1,0.2364766144017557,0.9336814199983869,0.7637798863769096,0.409000174620185,0.008935082329004952
FDR5,150,R5,PG,1.0760213163243861,retained,3,0.23811465068961957,0.9659907277452849,0.7775930923942953,0.39065317821122125,0.009779979791711605
FDR5,150,R5,PG,1.2101381550740857,retained,3,0.33527002658239174,0.857321011866293,0.6334015594256638,0.2506727968425583,0.009449424904217681
FDR5,150,R5,PG,1.8682084992203376,retained,3,0.23838939494724698,0.9263229165510191,0.8489350701121507,0.29010776373355207,0.018414587702407798
FDR5,150,R5,PG,2.0,retained,7,0.26810270421335247,0.9325718345250835,0.7773785184240168,0.2603944544674466,0.01531723109778838
FDR5,150,R5,PS,0.5,retained,4,0.5263218322296843,0.5936589699200272,0.6946575952385792,0.20848209708562845,0.005598155619364293
FDR5,150,R5,PS,0.5340342571614348,retained,2,0.5653194265058024,0.556916570663659,0.5701772902367741,0.2495924015852803,0.006698078314886314
FDR5,150,R5,PS,0.6170676298438253,retained,1,0.49681824282241865,0.5478869149773706,0.5411661615055257,0.34409744001467496,0.004160350747194818
FDR5,150,R5,PS,0.689110922829001,retained,1,0.4974005788167513,0.5669019742880855,0.5507237251352834,0.3372870145815912,0.006981189752428101
FDR5,150,R5,PS,2.0,retained,6,0.5034656130731834,0.5799856906733027,0.7179748529399481,0.14671074051471733,0.022129702227765065
FDR5,175,R1,PA,0.5,retained,11,0.35373566324826666,0.8083196183923326,0.7660750464750595,0.3030548023026991,0.006465557090116713
FDR5,175,R1,PA,0.5,solver_miss,2,0.22083674068860437,0.8362202935027476,0.7773792274415654,0.36172120677307407,0.000290007992096398
FDR5,175,R1,PA,0.5340342571614348,retained,1,0.47201880717776407,0.8266719825061805,0.6924512402766023,0.24944586960093668,0.013323526411672155
FDR5,175,R1,PA,0.6170676298438253,retained,2,0.2481219352254589,0.8782886872943301,0.8435631256137313,0.270871609289558,0.0025461610171833363
FDR5,175,R1,PA,0.689110922829001,retained,2,0.31760891588069107,0.8196765107494317,0.7781821479320346,0.3048127292724736,0.0058403745960729555
FDR5,175,R1,PA,0.7303443264893795,retained,1,0.46175873097333114,0.9022714644699661,0.6587714343940032,0.2905844069806663,0.012183366299284291
FDR5,175,R1,PA,0.7303443264893795,solver_miss,1,0.1645114953783594,0.8957566529041909,0.8619613486853611,0.3424625013635971,0.0
FDR5,175,R1,PA,0.7802037075442214,retained,2,0.4078497894188642,0.7739288142842009,0.6767760449537346,0.3269071381658789,0.00838738836636509
FDR5,175,R1,PA,0.8939526432607221,retained,1,0.37471749963267753,0.9264320052062154,0.8877391609823168,0.08562930665407442,0.006437145533274835
FDR5,175,R1,PA,1.0000000000000002,retained,1,0.416531063009088,0.7481851339902038,0.6386711778861706,0.35294871355264307,0.0125457227981394
FDR5,175,R1,PA,1.0760213163243861,retained,3,0.34226134747101367,0.8495611434984474,0.7558192210470013,0.2527636987135384,0.01815354611932464
FDR5,175,R1,PA,1.4538436095675817,retained,2,0.3120637410895486,0.7918842319532196,0.6708768038002675,0.42648178593658626,0.01222702822810945
FDR5,175,R1,PA,1.8682084992203376,retained,1,0.33476954438953394,0.8781031661032047,0.8136488404920164,0.24658711409645712,0.012020671342977381
FDR5,175,R1,PA,2.0,retained,10,0.3137980842712708,0.871422591689687,0.7174997936891138,0.2913659600038608,0.014896517853701668
FDR5,175,R1,PC,0.5340342571614348,retained,1,0.3986166534022413,0.6482926248318512,0.5870930826144038,0.4109027795617344,0.00456802367919263
FDR5,175,R1,PC,0.6170676298438253,retained,1,0.593367589246976,0.47707361889437966,0.4777580009686473,0.2851238976272237,0.009283122907628364
FDR5,175,R1,PC,0.689110922829001,retained,1,0.7536429126805174,0.6594747873316874,0.6374616783002626,0.016839149861247793,0.008393467567638046
FDR5,175,R1,PC,0.7802037075442214,retained,2,0.5479029825774918,0.7108202195374564,0.7112897717119127,0.14947865934848717,0.006525934060918188
FDR5,175,R1,PC,0.8939526432607221,retained,1,0.3254331442131747,0.6041425983942957,0.6039971767841417,0.4715533114037237,0.010476684106195854
FDR5,175,R1,PC,1.0000000000000002,retained,1,0.8076497414228311,0.6052609717953458,0.5463444239546815,0.02991086558637346,0.013200435391732369
FDR5,175,R1,PC,2.0,retained,4,0.39346556558412066,0.6448227334646266,0.6428668615067671,0.3304480488632386,0.02174324772729353
FDR5,175,R1,PE,0.5,retained,13,0.2698075638945543,0.9626827699537985,0.91474606264425,0.1361896321849082,0.005912782974456238
FDR5,175,R1,PE,0.5,solver_miss,4,0.16353993684047413,0.9793483745192078,0.954426471386572,0.10565788178293624,0.00019226615738655536
FDR5,175,R1,PE,0.5340342571614348,retained,3,0.3159564682544253,0.8809502880689941,0.7760340770949737,0.3147345109004634,0.004604893461594604
FDR5,175,R1,PE,0.6170676298438253,retained,1,0.3998586987063159,0.9724669479844656,0.7719148349631345,0.2358672544872255,0.0041783838066186876
FDR5,175,R1,PE,0.6170676298438253,solver_miss,1,0.19168425851262216,0.9604368385083139,0.9433762539768673,0.1400403915099126,0.00019980663663817408
FDR5,175,R1,PE,0.689110922829001,retained,2,0.1878688869079275,0.9558771273069706,0.9325343576685577,0.16985165721651,0.009179302140425344
FDR5,175,R1,PE,0.7303443264893795,retained,3,0.23640856435982596,0.982213995160686,0.9580837481030324,0.05007971048025392,0.010814870683733453
FDR5,175,R1,PE,0.7303443264893795,solver_miss,1,0.23433578314102768,0.9251187567839819,0.8989316145711029,0.20375319449318544,0.0006495053548290547
FDR5,175,R1,PE,0.7802037075442214,retained,3,0.2809048613188857,0.9605256779361461,0.7937994919963063,0.30776996621138847,0.007833875722693421
FDR5,175,R1,PE,0.8939526432607221,retained,4,0.3319112303570946,0.9771903348674384,0.9169295572138344,0.07394377219747966,0.01032174089827501
FDR5,175,R1,PE,0.8939526432607221,solver_miss,1,0.17092763078541914,0.9848176901850096,0.9529791162203358,0.13210834735563867,4.275830070767785e-05
FDR5,175,R1,PE,1.0000000000000002,retained,3,0.16492324087593133,0.9518068384474951,0.9426607466712886,0.1688292372948361,0.005855313073790723
FDR5,175,R1,PE,1.0760213163243861,retained,1,0.23032749244938702,0.9788474233762352,0.94467750434353,0.09767313679891157,0.003946968304813158
FDR5,175,R1,PE,1.2101381550740857,retained,3,0.15409170574418976,0.9673598800301968,0.9574552798625677,0.13448997604329319,0.008364653422119929
FDR5,175,R1,PE,1.4538436095675817,retained,4,0.19809006812657262,0.954023454869507,0.9417860493027065,0.1263608390491002,0.011534218386283301
FDR5,175,R1,PE,1.8682084992203376,retained,3,0.20156572631951045,0.9521162343234528,0.9005744438179483,0.09057688868244451,0.015526580918010959
FDR5,175,R1,PE,2.0,retained,27,0.25393425517668783,0.9595548171321114,0.9005810898095516,0.17868511941106635,0.015803365607103038
FDR5,175,R1,PG,0.5,retained,7,0.39347230654553556,0.8206488603123235,0.7719148349631345,0.20168966737085237,0.004769735789665303
FDR5,175,R1,PG,0.5,solver_miss,1,0.3912132251385195,0.9850297730134422,0.6681402735052041,0.3528221066303361,0.00010262836590455178
FDR5,175,R1,PG,0.6170676298438253,retained,1,0.3916326572569566,0.8740294125875786,0.7074638893034806,0.3151168353722158,0.004722386355914244
FDR5,175,R1,PG,0.689110922829001,solver_miss,1,0.09626468926765062,0.9360510343034749,0.9917278076514663,0.032094009427904344,0.0009584381331586339
FDR5,175,R1,PG,0.7303443264893795,solver_miss,1,0.4831275545644737,0.9853779862370524,0.7051431660870239,0.22593740389897193,0.0008735424746094284
FDR5,175,R1,PG,1.0000000000000002,retained,2,0.16160046828597988,0.9369418011872923,0.8737958337164742,0.2507403528876441,0.00714237431379432
FDR5,175,R1,PG,1.0760213163243861,retained,3,0.23811465068961957,0.9659907277452849,0.7775930923942953,0.39065317821122125,0.010053704924108663
FDR5,175,R1,PG,1.2101381550740857,retained,3,0.33527002658239174,0.857321011866293,0.6334015594256638,0.2506727968425583,0.012134519534031732
FDR5,175,R1,PG,1.4538436095675817,retained,1,0.18514361914509317,0.8693484458976806,0.6250586943098834,0.5954341339760317,0.015173599558261119
FDR5,175,R1,PG,1.8682084992203376,retained,3,0.23838939494724698,0.9263229165510191,0.8489350701121507,0.29010776373355207,0.01838130108336592
FDR5,175,R1,PG,2.0,retained,8,0.2727842530110458,0.93967046380307,0.7280778723277161,0.25296544714549746,0.01435580279676901
FDR5,175,R1,PS,0.5,retained,4,0.5263218322296843,0.5936589699200272,0.6946575952385792,0.20848209708562845,0.005748766152783489
FDR5,175,R1,PS,0.5340342571614348,retained,2,0.5653194265058024,0.556916570663659,0.5701772902367741,0.2495924015852803,0.005686907990721085
FDR5,175,R1,PS,0.6170676298438253,retained,1,0.49681824282241865,0.5478869149773706,0.5411661615055257,0.34409744001467496,0.005048081817690157
FDR5,175,R1,PS,0.689110922829001,retained,1,0.4974005788167513,0.5669019742880855,0.5507237251352834,0.3372870145815912,0.007430593490836571
FDR5,175,R1,PS,1.2101381550740857,retained,1,0.34984059386853866,0.5074650921831881,0.8789619070758706,0.12705139171053204,0.016032658788568896
FDR5,175,R1,PS,2.0,retained,7,0.5738266720137706,0.55604981646135,0.6553924750820541,0.15131295823331015,0.01928684430033119
FDR5,175,R2,PA,0.5,retained,12,0.331381999196215,0.8193262111708837,0.784558434246776,0.3025935929730121,0.007332866777001667
FDR5,175,R2,PA,0.5,solver_miss,1,0.2807555140432376,0.7492730089935543,0.6350781709113766,0.49169235917013354,5.903623743294949e-05
FDR5,175,R2,PA,0.5340342571614348,retained,1,0.47201880717776407,0.8266719825061805,0.6924512402766023,0.24944586960093668,0.00495073775010396
FDR5,175,R2,PA,0.6170676298438253,retained,2,0.2481219352254589,0.8782886872943301,0.8435631256137313,0.270871609289558,0.002865070313126861
FDR5,175,R2,PA,0.689110922829001,retained,2,0.31760891588069107,0.8196765107494317,0.7781821479320346,0.3048127292724736,0.007192390463859135
FDR5,175,R2,PA,0.7303443264893795,retained,1,0.46175873097333114,0.9022714644699661,0.6587714343940032,0.2905844069806663,0.009334775336342178
FDR5,175,R2,PA,0.7303443264893795,solver_miss,1,0.1645114953783594,0.8957566529041909,0.8619613486853611,0.3424625013635971,0.0
FDR5,175,R2,PA,0.7802037075442214,retained,2,0.4078497894188642,0.7739288142842009,0.6767760449537346,0.3269071381658789,0.005859344326713081
FDR5,175,R2,PA,0.8939526432607221,retained,1,0.37471749963267753,0.9264320052062154,0.8877391609823168,0.08562930665407442,0.008521197863704809
FDR5,175,R2,PA,1.0000000000000002,retained,1,0.416531063009088,0.7481851339902038,0.6386711778861706,0.35294871355264307,0.009805154563706852
FDR5,175,R2,PA,1.0760213163243861,retained,3,0.34226134747101367,0.8495611434984474,0.7558192210470013,0.2527636987135384,0.012196845069548665
FDR5,175,R2,PA,1.4538436095675817,retained,2,0.3120637410895486,0.7918842319532196,0.6708768038002675,0.42648178593658626,0.01198196821725594
FDR5,175,R2,PA,1.8682084992203376,retained,1,0.33476954438953394,0.8781031661032047,0.8136488404920164,0.24658711409645712,0.019362352970629187
FDR5,175,R2,PA,2.0,retained,10,0.3137980842712708,0.871422591689687,0.7174997936891138,0.2913659600038608,0.014457365154000756
FDR5,175,R2,PC,0.5340342571614348,retained,1,0.3986166534022413,0.6482926248318512,0.5870930826144038,0.4109027795617344,0.004536605955319682
FDR5,175,R2,PC,0.6170676298438253,retained,1,0.593367589246976,0.47707361889437966,0.4777580009686473,0.2851238976272237,0.005497354823457275
FDR5,175,R2,PC,0.689110922829001,retained,1,0.7536429126805174,0.6594747873316874,0.6374616783002626,0.016839149861247793,0.009690446638589529
FDR5,175,R2,PC,0.7802037075442214,retained,2,0.5479029825774918,0.7108202195374564,0.7112897717119127,0.14947865934848717,0.008013137290704821
FDR5,175,R2,PC,0.8939526432607221,retained,1,0.3254331442131747,0.6041425983942957,0.6039971767841417,0.4715533114037237,0.01287228767417714
